DATE,BOXRCSA
2021-08-01,283.75664826081004
2021-09-01,286.875902055257
2021-10-01,288.878701960044
2021-11-01,291.510695847667
2021-12-01,293.983068589288
2022-01-01,295.751344128289
2022-02-01,297.139927529104
2022-03-01,297.712449677925
2022-04-01,299.94338294166903
2022-05-01,302.565415125776
2022-06-01,304.891253508449
2022-07-01,305.751847223548
2022-08-01,306.189320762278
2022-09-01,305.262598994727
2022-10-01,307.357850856874
2022-11-01,306.13062877164697
2022-12-01,306.616837364591
2023-01-01,307.412921652057
2023-02-01,309.71065193354303
2023-03-01,306.856977903665
2023-04-01,306.467868909202
2023-05-01,305.147954877141
2023-06-01,306.347412724999
2023-07-01,307.814194400148
2023-08-01,310.979666829111
2023-09-01,315.398972077828
